degree, numerator, denominator exponent
213, -10897683659206002811849788597511022562774180230641932381631097024040586994714001994557494042017362418847734916214369859337155,423
214, -86543775990156628066961393103702806265,138
215, -441469287340234907808519486873053656410154999250177912052961541579391127746551727732626081469378312369536959559784992730266179,428
216, -330265,28
217, 1071191128799251131134627204665383288231965152604416476568233883630897594806715682979482949356003028321342977089688702183154041,431
218, -4294861908586780921562243835353196959925,144
219, -54711816465266662179515005574783793289276849525930176477578782866706603130769328889434185488687352959041907141865881906522965447,435
220, 344879627828613,58
221, 701043261652061981212221041518014875584265014667749558513442626897796257428768610593328519315254439813033450727549493382095000179,438
222, -17631113466461505241334074570714361872561,146
223, -4894329843227209778734243338841500177960522498435691678976829157622661583348644553084808181547866894782727885152660431134572770513,445
224, 0,0
225, -132080907322208528648055697528527430426609643402895070185941730296699392043729816886840448326310025653812167644673656592313745514113,448
226, 3677512033281413128857327102192201673137,147
227, 4394822064136508280073772600381532272407051732927998467827291620058689529729659806079408554598209844084818004907211982757472210238169,452
228, 347105516181891,61
229, -29737203819328232317775047718666765623341418227452085840865926180994763424821361074681481779920160349598064596674862389265846455143945,455
230, -1927872043244833968287734304065209726157551,151
231, -1671105465319283943488057925529801815223461824767265737432394606181734453260313340499719762576835021697294091285824387355345318740242559,460
232, 305785,29
233, 3134929033578952037912231725341404526829042049367376468487949427061860658898233866986582761391283481969677128977686196775367168548141269,463
234, -1946995224354770771115924444501191980647335,153
235, 721232023323898818004346041703871466311732816383584918841236341302132083211868979218758294744941260801766669865266750733688296168301957225,467
236, 2378180426723205,63
237, -3966464327334371849183854189887069893726100869743063976047477995928828685769705388920206868750294784912404117493969008639258355815142597013,470
238, 4401163224837333543365410395313455033277991,153
239, -78500485205074882831945660388464032176999496767050221901782868628257705996549686771289171810322579663168602593941408560035757702152732086929,476
240, 0,0
241, 817243354446984190425561298511453765744340314423908738596983337785045791440295178795418608190980363971171581708915578900298438548844061862423,479
242, 202203449892745232154207524133790246437981067,160
243, 121054964211090952305698940176061425829662647912848371842586442074025815040958874575792704297065837611430522620866505316123606272147919414269,483
244, -606801727635601915,69
245, -88192520698192595684146203772622572865850248168589184471353963446182310197538048343866536435675893603093333654800857558695872732433535248799781,486
246, -22276239445344969216551213271204940655281949,162
247, -1441092075986339082330995671286611087050963111838209659622148811066859128504307008491334129018678303640700860331573047710642487373414140685613145,491
248, -677831,31
249, -9640350749816076832404076166707675921695244835214728770270123132952668213549585787331980101654558900008885085665849366462584625486590714603742901,494
250, 2683202546351435203235088203147301029117022157,163
251, -989301097500967971108760668014036375782676730831095911212681070673470209125572009185602832162221686835894466237468422956198271469233712807679265213,498
252, -254780203099569555,71
253, -1690027135529352502269060901752332593553930640791662781295560788942478608057062334123381077351554019593818757906918976112099200214641645511066930095,501
254, -430563914807128421804286943605417004323525081661,167
255, 10235407236941633636656077991457472153146582413334920615943239533642714314527825910011148689529302884567686501427935444031666776612146676035341384060963,511
256, 0,0
257, -45315450174240591733729915926256220718847514139111265620852800643611304050144869822822317656074956395356364688043447915268719131633427762677998847786077,514
258, 666508219680885645759660169123965248708422443719,169
259, -802631171599716605623888459080212007719150364922188085010922540649808688915382456415275913553560345411953305902635897792105821961692456369711026025166771,518
260, -2293168405060491987,73
261, -1054512072244898932223907255546492320916692307331025844987170493490414222512355540930413100885743731911918634119055065227726208251712675268849216071787565,521
262, 481439465583003151864963767138294932033660768661,169
263, -44934908490823049963018098106467983777105274961156776836775030371139150291600190228290897003365350618167285163365163982355172000640911913740293487560566127,526
264, -29839,29
265, 1239784522251924086696356562691126690393913361104806324885108796518908390705261375440499631642310099484089753683788199071715390499925320322293848486537847413,529
266, -21325671418938031918249926563470558624157294242093,175
267, 18668579319686876057284535407447078405492868317445056224704547955865092521331166473167513911469508118498416955618121957884929788858017901363444181676485852817,533
268, -41991564278886325723,75
269, -214729042684600242548601891830683050109371965822910173905736413511705840022124265636653644695254338212309736011745464603670726963517871393297099685629012265933,536
270, 310368278275675170923916986391993211003231777149711,177
271, -8605810408784421562125090143545244709532466023579923298191808094228756278993372236940344389422666372826646024465192383749143983091789845218213501507671416851223,542
272, 0,0
273, 73350180489478554043261316370910936603214078706590017997340795467624251438761819289688032985981293954588492324252823455737325192391087850721234344133832348887505,545
274, -318426633099998802793702799514661869622639754284575,178
275, -489204022942028029960650818866968646029684552448105537860680965014211103917014874096490881216813088317131336865838873251149295501197929485699144089955678224557981,549
276, 4558843427207518019,76
277, 9226229635334101656948358533526520859034186075547317506313281823801863825344517227494219767861018903620611390114536723855838533694887525973373248942648696277049269,552
278, -5455074685512172438896176001854416799482509188730507,182
279, -214714429451937540156058990495522185395344976299770380156516723486637290904994868566819811768683074836459036429573804821946902744416722053162552013688401108183537859,557
280, 3727781,33
281, -3698153635589362428528478882910324659743507391545148234664664931931494634690683375034117115288617543840647460276836469893324125107754658188773721375352898260287454439,560
282, 1383049745488670660054824149732814552017057167290485,184
283, 7560256458071499573760951923437829242607333738419934732672934467658969272319410005415334052266820152666196338704842016346351720219661305280413309315482464110080690217,564
284, -29542335716361804619,76
285, 115414249100187408022966424859262934815267071036315555015836211026388417499723983865159514643689141164079453494118843310228768715470621856942846144894244237519938030179,567
286, 8618232355613795898735555719964720104402779813878275,184
287, -6319530142800281802357169048301970748907236078501978234312814703725236188087134413854978245433180913999272092053844285541787398927010547751967521592674504442815575131183,574
288, 0,0
289, 6352891376245446885345951913588487531013250186056991507941412690126648942617537885729829421528889162571266431156808981692619270340061671858847221300381261279281708582177,577
290, -920067897262010062882873471919769761665192632621009367,192
291, 1473808962711671724510794179664215151007676909005837096663594890405469588526746398244955734822947012467400062339684658691705698847636564183787632863841965151187758529126999,581
292, 150145263742646887489,79
293, -16225063780350172616903228072133933690124188427285150282012654869362426758163105436541238740171704908763807217692766117328684649159981326875044267187657472146861657428689351,584
294, -8767445835454475930760907275658961351808178316763179047,194
295, 1199021887355525831320922993929609310176828806314658901329736325703784482095018775040846925661924548113204211643231763017371274505915922848981727863713262642286734326296828791,589
296, -3409485,34
297, 4656887967293512634241649994390293013360495533533238819680209554755791745482447946998856760722288037372501871016825946087890447477901745348678402807406376455254123962923978723,592
298, 21806217390069873438106319914824304990979032178652415943,195
299, -292613490229911470142370995191692693038455864691099162362155415551897169712756335955680664906762806214196793071334111345597349411311969802770356126139620650205894012264404426209,596
300, 7252473338900095473533,84
301, 1047450074739554463994994674857162745322253924399876116288747928139702103732377933560161688230362701277219776551222363201122008027754544276879399294484799960717003836077629809421,599
302, -307257085339276981852119994420493120893536205389848282411,199
303, 44341174831816397017165261330917103889832158018012809814146971589849377824532694635790984988319657533091062424931449301075771132043929083089466514323506029268615289970802854268061,605
304, 0,0
305, -289156537963530505123545365439560160512841972025999855627464924653158244899097032933333314896483667541766466366051392639391235598656823088520804018502475498655520321515739881994443,608
306, 128574625896433976471051143612215871237255744469127873193,201
307, 704288316195782348420917508794679384950539168908371016171779793281256636341687910135770028161574658723951848094909401644635934524541532429007959135150077023374533893128207949009879,612
308, -10216619290326635667239,86
309, -83275635815841480988597115675094476389072649058457619611922962537834316792349589586964837387824299090497031828048619620424434793145044284655642381181702835803018044761097609575035631,615
310, 203693436195361335563375539606953938048836457389906267267,201
311, -483549400123389286623319342449471989902605141897208995966976549252617824819219447103630877352618612580259368530899321178489949352302791733209860786913266102118460501828553822726157667,620
312, -280207873,39
313, 851187100823722952106307970592809684479896208245551679971231592856069922043464364069237139070457317563435737914260833520445806479744525807565132974615443605878009420501440479997721865,623
314, -266158675588078432160537198264858627938659818003909724435525,207
315, -7015734356715213844301158672403939440224323789676830061111165245825936259549962439149239105025768468568675728447677367499371980408964860420360886287454068459908629142012708586060099455,627
316, -42410267448510635625371,88
317, -1753934650603233212758499568984222913339266654194620322040635228776701642869477412785243668024128561875712095549338887281361202649735771200070289961706986335183126363845472214232105819397,630
318, 1380707445615711020261076248406109129131361142941756025500655,209
319, -819691879791211194440064502329030893723854479929150840940785987105993506979295890474950104319199321153664186164719417982861655643252229287287268314889117908967450152811103214629642381051123,638
320, 0,0
321, 4383078869685145177606736098723245012077661017942187012213236777033961490940498159483371816371221131891300184985523203192687807512206945810569707978093960772313340348469248459823287627701421,641
322, -1165606589554580367045100000936216177354104405672691276174799,210
323, 56306267395881573652278702584088109295382917201147266244363013305423568973024656770817234532861892536699625759949967538270266677559007448355621394549042607516932588725803317552227453174329331,645
324, -167084574605136056808023,90
325, 719925160472739269624609626887982583684511377369956262587719867959041278733895125769275334515326204446987189839736408298054192022578764467278241911784594058863625297782574234123931078045122509,648
326, -6769159220212914286542117873158973466178099361985574755771367,214
327, -3018243078749426040744621262971323078723002237102178811982006371636722956543661216939937297831056640085269214151330104371148711016006959326598538826290417980452533053003978511515379491292873641,653
328, 279424625,40
329, -317429163752311033295356772221268194886556753815578948040555863431947517080119190562904881467517765160107469755348293746211117734682398296879527389976873985714073961016452121584243199657393453709,656
330, 52771220609463469788802835006591860965380947498343259748426577,216
331, -997265000578836058164780951287692514444752691357883512570201715523292397744589693757540543897693313223050674404681412752183460453933114914661744687046680311913194924428204540868109107436428889561,660
332, 500537497243005817438955,90
333, 36412643691134080945079699901380487923145067692223380416735627884597181877264814081281265608691001804034786893199033683581107843741758908553894846457782690383398649467238735983372403015089617856341,663
334, -111486507994685881159230052029346338563648406555789619804067425,216
335, 1029859915581366241676956729659211688317384226739742018350483949838110596006980599961812522433233934188523939298424897639160674896160024782816422965610071132450303969756561677700320008002827295902243,669
336, 0,0
337, -8769276632342558047270268377425023019678868673591795258808549206234391561835338734248289147698686152495896389685025455697868943552327159712390489766282261440126164373991423820627048764928367043637253,672
338, 7466214008730747584775506100027382534235892947123112981925850377,223
339, -21612988731878938614990390490534341577036199727006257563180946975391433845211288617928352925625502426102330706818345181349722917707996120678652616160730632389384573186218034817939341118147589164049743,676
340, -1978133464712303122567981,93
341, -1666949386567403746778209425844841812060608234703064991659992975218816727025927909590889515031661868557624642477960203027964194818758450188390282736181926268838439690613382224765077666064619730802571657,679
342, -1912291418827906275164783106295620788830216326358996406199217055,225
343, -35521168571959677523232977860120920026884868149171443767223200618542931927616686655836615870686464226121570853947386307766784793718272633951499959962275303918952646397921766842516010421398893795790549465,684
344, -23070186645,45
345, 264241241264658357745290843384680168886719362776236405808862956146432119233269088113788813426238831194303034976836518638652253575070184340135358697763605673731040911318083360618213485855669415725999071067,687
346, -12086174865832623242334413025680587881577369380807514428093845361,226
347, 2485117729258187384152189299944402872499992443813414323956228172517151684465908490343353519227726400732269116712491547313586820929251999637064263472140412205945417871251763423809484282681220961972042588027,691
348, 26006151999538114056308341,95
349, 13876126009931384089157827000839190018887513738077399596774389741327069898740323175873507289943421061540846309589041199955716814704238118064162080888928752978839814854367879774565870115701367949028535918601,694
350, -10651363377129077585416679426948843354890993522227003106875685671,230
351, -73501283805003400607794992876067245192598332477970537716692548469216284020217216983213702105985140016571049940468869668001047965985799652560688441642187223895471341015277585599180262071610460709667214715359,701
352, 0,0
353, 2353943882756143362634607035751349438908093911576484590212387673039261634365430962199959027961454950272825610652028367135445767237053314910022425516395988179255658592993119646467501600711413295282058644095505,704
354, 650696223641920034717047592506273056736901869951897457264938557077,232
355, 72618530035405051897774501633709264261514929916055521076141470373842448608444767872271738369167495604252035249844239660700482987414407579119801990475943099246329979578598813737663565802396048069359140840864183,708
356, -161382580629061627560376171,100
357, -2081608099571960715288948673323499276560561598031098168199672542976578484633915125610710761142118654790741427643126638951337342413864655041724817289804749824185570608535159256354563625478406659790341900603096263,711
358, 369075079552510360897464320923082788373636514826445916885875148111,232
359, -91782328908332190745710870198581148445340780630482856863524762717628142681221653264212355183962345496802027259918363575395628232832811238394900876459023653001893473465789256442933451480311544274154880128968964193,716
360, 27587249911,47
361, 325157988527816761772528231147137448437772860483639225482604835142837199559649250688408518703965848465096963141192181508026225447645152127554931236355030846888463103289468745493961128740790587310251659736184448907,719
362, -23921458001512043343326664673647421498688874840191587710005436377315,238
363, 38748512400717342969950160758619212995983797401547748347988094915742086288064656142425195515573287875330761194652123733152406068993675309156318551263681528181767025867208850982698967404322323022637051270917319535191,723
364, -970825061617724165852580823,102
365, -100220284616290852833901927446898955730742225823044197033821929407677394509815093698055140938467484930823375531833902059969775999249905971190737028392192921694515625984195538997015373734187510629694855209825242911595,726
366, 234142116204472727421748147717709361297039937337878886125322772458161,240
367, -3010248481737419291868559049085351453597160890378469244791468603468102089731336337702311481799477782115140816059478546422417687014668786676114475054550206334621332399816016338606998333306825854885498187067225466845351,732
368, 0,0
369, 26698160611893315340721476900441618764134985102657312566477080263708018969764016439503044567015376312564359018412732281445112975403780869570761567234649205625915428728764231827844392536570682871594961179396757169006769,735
370, 107677074561035094649860510104037282500573333358565032520342752176063,241
371, -2136633639223609782532267838243570714310916513942527737501190209399378099260367099025147224419888397321874220163671918590780381908879347211467380382353198517724639522293941346052872460399999146694990519259026309090688709,739
372, -5302437327979352662461679647,104
373, -299312027067186682375514779097843207824339713028598737907669355238543408192083532524017423166180317943283577099516514066043801369877961360624361733406936437302188007282273713693309824304073099814359340576813756119641875,742
374, -30475359921402709021998448736565505111289915707930301928051553542109213,245
375, 77341086665735220006466391739845575130657364206958338487107706800436662031916049403326657816641287896070369428258584288930667321096060770887925363857619564742829446622681060627912656648065035140205406257159495143848763089,747
376, 45882485961,49
377, -4953151059708640654760438916997217307656414106383120081160715991132267953938529354235080116336704236449531381461710232232366706193326785128842129450375351127334445387139379216733230776627733880803881018141428550809861830003,750
378, 37194034504436102411803215350539465949987172963923043190663150016397555,247
379, 4002039742191735817626384777118437437613349712252196706802715674025020679321749572326300468523466353355012766474431914463913796763031925917107928194151257781768530376896091141918135379495875688085032453764640532876382671477,754
380, -83851068905290504296441011055,106
381, 191911475103266539726985528233695464685389822054998253627780388438190663023907287928589078135212369745566828137294431114399274730688316654683217509758555848018063693122314250377279847672390387166274690533962759009480813170007,757
382, 136177798367452854592504082981371060317939385878395944127313005323356069,247
383, 1448365272083751657475876674378544794076062808026364228794147082016971916747698256025676861387047089338258919769587473842645123130392579874546021315179599860089976843677589547227188334829934518461154265592524728430647904060487,766
384, 0,0
385, 430655877811466925534040853093123763395075206170378259172089019838371258748151133032416059071835891743575850011688294790759890689526576089577498136367542182633711028602340414327920131510259562694172812973690622588951306238943367,769
386, -65928442234806254596946706212410172729636527274560410680365732351050324707,257
387, -16067629109267683727009269940363040881681235243428304332306857436706527587607272313443522753116071458615236003240103399400476918861882562404270058921657343749168077638116898872457420245230020301861846864610047494173233546036693495,773
388, 64426222156538619111602464327,107
389, 31057184899591934460237213628019249764455642439562262468281229122199703077798285768309127359819190665573997856816878272045128063929270012880913522861726645153200744006084044788733976748247200088363974970920647055264399891619921623,776
390, 114812359567338168886585413327026645717906880820421739518573607991048676957,259
391, -694629068624696527907614552656597446675811039697623243814675531530976089975976341202475450636821248746673104925055890165662689211174011196285758634546522822709132871134007416184234262956696768316738431816233230804502629011609547411,781
392, -1024968868953,51
393, 51223256356271491433403573134456127122713202500703543625951012950826364313721316409106249600116723125976879544958407684068990600746153732583195542047064742641378901152219064913615687546010162426460295423836006008544760792654935540353,784
394, 42479008683222073891794971312106929475465700565791012809631222527209650467,260
395, -840793612156342135635857413109242519005491257381419835388028449325530118423224229593494221300870327519068520177787180511169846783809737364241460705499906032731242484686601414406906757882235992811265960443574756959532297814439463966387,788
396, 168246733449369952591348559207,108
397, 2384513036080869953157830176526625735145058610878027659297829627528658088162553929415573087844398917493055456692690971867723407166308057505053916783916940250090379042391736951564237153264240165656760741710901223876230574793209840519335,791
398, -4759012401280233838723936670774360305367516006036365031964334567795078206591,264
399, 30885295957484376074342226946275208798272556449647412745498182760296686287155670193283157456456411526463539348446977979569325045829486713244285690574987578982617547139301392104536327968788284937795818613155625121169047349091350045975325,797
400, 0,0
401, -1194412709169030344444944871236075211905623088552363079500728887455170705178621868216860102791334386530719965701878988660309860309697310613714562249676837338847944053091402111932151712177377885443731956124584478004126254153512836519031707,800
402, -57245052651889172723341911842975184390591389048385457344414244777377602270987,266
403, 24479984287091540461403647797720934987130903110487146694004609819574580405175085454235145842419734604833685995873985871339828028755750911905540629743600093924452212595047367030107863438237987544724448045961848661079403893149514770578482175,804
404, -9854019478449467813503622215,107
405, -371263457565149178473653078398602285918660209473106551845664195818838966933394278382424335137094045732292181123285136151096540259642882989317100369473617973164206988644616616562225475307060271644070606669142237690247729278978089144637907015,807
406, -16877903687534364260840824280752119733457788978351878390472129263919045319913,266
407, -6062175139090694189031059913400119507507586731018557455926966998687213779138752969786526510950305801863220083297110655198671559100474309993146954558426109320930833270956278318932595777930640035825972883734510411957527566240426794725169288783,812
408, 299081678903,53
409, -5672593369480215853625353095504280298602413633017493197237283689475910242552836641450991779688418775358667470553991300452703237166704830574785601142811407424349681358452159799690594340360201193840212866238308196701946353505005130046849553347,815
410, 1326770915325983898904542144702630914012315238554925671795848917596410971236387,272
411, 61840012361919312546027033752171716481571053888060083278505297982142383890669549610233394778476149920529136220958808802347025032649537888832400341117875716741500489916660616613001178892600010301572082385603411485144632209661296290987450907309,819
412, 15094839423092069656777960476035,115
413, 11064322083062071573671383882608490728337666528681644320210881509190886410346002529109047288686759367032295012025234475976719920024908436459024208531213808298020751683456112072350174658507167849429650340209881994365126185741348243757003808384719,822
414, -8991312473274116081205428315054496836427321835725403781429558784167598680821721,274
415, 213332935090320828143468986521073487674711323680455009495849194149634696694816624762257474566994174039849413399903751950788992387285591561403302193768792091432283150853874030159071256618488501869772868479333588019727382863691082612254944806407697,829
416, 0,0
417, -4071475915364050110943341088583402904569486487158675183592719574510527094501567781165463223110372294468862841754456234444454723482765182097632664272654188904218892446510483617544686025309132590102350097037236798061490829909019052633804711871561055,832
418, 13731259837192033228712175502374568411821518649289235693369396204918051689461273,275
419, 10334597773441534290825578839155209519786584694610635749501548664441101830849556731256225164615925718172902925364477217644378301867218493049654767871706570595043891523089732398379463815144732626089687051781970957944985811676925963794315835970363511,836
420, -11296281798009108860032444222781,117
421, -486336169688266492508644056307692916585795164315037319765901819032172707887824474185510659150712818140545859915839310306615216796230463052791060202181025060540510338054370372090405763042852982857216144028132910577798098134451107406571013636097152295,839
422, -125874024898430971788504841676636294984622203446744731884055409599815461952300919,279
423, 26666998203026542626854773685532618497596440093699162126027475124673824623227084018684162213944808444157254561675128984947135485354467614557828512380534629908720424365591457763403172826642240195384095943602710905577525572440635583875683093445928908967,844
424, 6426308553075,55
425, 37552972145791325744238225970114096600375999467497496726695803161315365989219006231027954725246649667709476762041664355951328565180672327486926821872965525530803412879792369578017455922156258819637441834368114425930027734669437994434378742412657392531,847
426, -469890057021415409693986953039455755744350259309735036767740073639788502801932815,281
427, 6387595306325127379224864923171972056364573974831965528517135819766828426795520192756875532818580471189770995680275393459060580608336065792988458261455300831551946111664331757902233275764282277420217319633270773734770921906942379822772848185552035103087,851
428, 36522559027274823335839752407599,119
429, -45858561055528285571264913222497083638515011290483040595698365896045287198134137637242429635227465106959969046035668550178651412487314761652747317205692699772347135113394921267423649016634388782425833277320490067642994929959378346634748009473768097763651,854
430, 668350152469478464864658819097517956029527008238114138188247065259174216619958383,281
431, -1195031717617947984882789388777191370180055557119634197665659972860406066282684855581280751169282289659890082148970499850990435782793212660513351381833406886591442731834186142359099363514867882967624044054870194895898062608334860267017948065458954102959595,860
432, 0,0
433, -11536835063040750708397472264145796497577422800075300339495571145013701948044137098555438809602131915232455274027786652307236257075494588745752267201080707159851575167957635628455134744555543998673600533254658168800538405131686958061640595873016418835438291,863
434, -103752375744432068807588436599246882359194708864120627791317890185369656037172511897,288
435, 29594985514692982386887398260496588321741352570307620042246054604873308744370790699883937409845009364074312350055301993539498280637855322748858537079273595590468886270689783713093983578605893035054640564566269076175260286703611026516534838190558665293722399,867
436, -1586533927579257713656716153595261,121
437, 90508752404102102359975652950280196330887664268380256434438776636325519455308811916957542406807436691818498173142525343886944407259432208465086471149727632567846279561029725766994619731295750259581651841697334084348456277865232169668474416343658718390829385,870
